Paper Number,Paper Venue,Keywords,Paper Link,Authors,Citation (BibTeX),Paper Name,Figure of Widget(s),Size,Quantity,Physicalization,Tangible-Virtual Mapping,Inherent Material Properties,Material Properties,Physical Form,Description of the Physical Form,Functional Shape,Description of the Functional Shape,Manipulation Method,Interaction Type,Interaction Description,Where the Interaction Happens,Input Type of Interaction,Input Description,Task Content,Task Entity's Representation,Description of the Task Entity's Representation,Description of the Output on Task Entity,Task Environment,Task-Interaction-Widget Mapping,Accessible Distance between User and Visualization Widget(s),Impact of Distance Change between User and Visualization Widget(s),Accessible Distance between User and Task Entity,Impact of Distance Change between User and Task Entity,Spatial Integration between Task Entity and Visualization Widget(s),Description of Spatial Integration between Task Entity and Visualization Widget(s)
5,VR,3D Interaction,https://ieeexplore.ieee.org/document/8797871,"Nam, Jung Who and McCullough, Krista and Tveite, Joshua and Espinosa, Maria Molina and Perry, Charles H. and Wilson, Barry T. and Keefe, Daniel F.","@INPROCEEDINGS{8797871,
  author={Nam, Jung Who and McCullough, Krista and Tveite, Joshua and Espinosa, Maria Molina and Perry, Charles H. and Wilson, Barry T. and Keefe, Daniel F.},
  booktitle={2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)}, 
  title={Worlds-in-Wedges: Combining Worlds-in-Miniature and Portals to Support Comparative Immersive Visualization of Forestry Data}, 
  year={2019},
  volume={},
  number={},
  pages={747-755},
  keywords={Data visualization;Forestry;Visualization;Three-dimensional displays;Portals;Computer science;Task analysis;worlds-in-miniature;3D user interface;presence;comparative visualization;Human-centered computing〞Virtual reality;Human-centered computing〞Interaction techniques;Human-centered computing〞Scientific visualization;Human-centered computing〞Geographic visualization},
  doi={10.1109/VR.2019.8797871}}",Worlds-in-Wedges: Combining Worlds-in-Miniature and Portals to Support Comparative Immersive Visualization of Forestry Data,,Small,Double,A virtual widget+A tangible widget,Partial mapped,Rigid,No use,Slender body (with Body),A handheld VR controller (with a WIM),Body,A WIM,One-handed,Positioning,Moving a handheld VR controller to manipulate the WIM in space for comparing two visualizations.,in the room space,Position,"Virtual widget: 3DOF translation in the space.
Physical widget: 3DOF translation in the space.",Replacing,3D,3D glyph+3D equation,The representation of combining 3D visualization of forest/historical/high-dimensional data displayed in the virtual reality (HMD).,Virtual reality,Use a plate controlled by a slender body to replace a 3D glyph+3D equation by positioning.,Reachable,"Physical: Interaction is possible only if manipulable entity is grabbed by user.
Virtual: Not impacted within the accessible distance.",Reachable,Interaction is possible only if task object is reachable by user.,Embedded,"1. The handheld VR controller is in user's hand.
2. The WIM controlled by the distal end of handheld VR controller is embedded with the 3D visualization.
3. The 3D visualization is in the room."
5,VR,3D Interaction,https://ieeexplore.ieee.org/document/8797871,"Nam, Jung Who and McCullough, Krista and Tveite, Joshua and Espinosa, Maria Molina and Perry, Charles H. and Wilson, Barry T. and Keefe, Daniel F.","@INPROCEEDINGS{8797871,
  author={Nam, Jung Who and McCullough, Krista and Tveite, Joshua and Espinosa, Maria Molina and Perry, Charles H. and Wilson, Barry T. and Keefe, Daniel F.},
  booktitle={2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)}, 
  title={Worlds-in-Wedges: Combining Worlds-in-Miniature and Portals to Support Comparative Immersive Visualization of Forestry Data}, 
  year={2019},
  volume={},
  number={},
  pages={747-755},
  keywords={Data visualization;Forestry;Visualization;Three-dimensional displays;Portals;Computer science;Task analysis;worlds-in-miniature;3D user interface;presence;comparative visualization;Human-centered computing〞Virtual reality;Human-centered computing〞Interaction techniques;Human-centered computing〞Scientific visualization;Human-centered computing〞Geographic visualization},
  doi={10.1109/VR.2019.8797871}}",Worlds-in-Wedges: Combining Worlds-in-Miniature and Portals to Support Comparative Immersive Visualization of Forestry Data,,Small,Single,A tangible widget,N/A,Rigid,No use,Slender body,A handheld VR controller,Point,The distal end of handheld VR controller,One-handed,Positioning,Moving a handheld VR controller in space to manipulate the WIM for adjusting the angle of wedge displaying the 3D visualization.,in the room space,Position,Physical widget: 1DOF translation in the vertical direction.,Adjusting,3D,3D glyph+3D equation,The angle and position of the wedge displaying the 3D visualization of forest/historical/high-dimensional data displayed in the virtual reality (HMD).,Virtual reality,Use a slender body to adjust a 3D glyph+3D equation by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Flexible,Not impacted within the accessible distance.,Embedded,"1. The handheld VR controller is in user's hand.
2. The tip of handheld VR controller is embedded with the 3D visualization.
3. The 3D visualization is in the room."
6,3DUI,3D Interaction,https://ieeexplore.ieee.org/document/5444707,"Tawara, Takehiro and Ono, Kenji","@INPROCEEDINGS{5444707,
  author={Tawara, Takehiro and Ono, Kenji},
  booktitle={2010 IEEE Symposium on 3D User Interfaces (3DUI)}, 
  title={A framework for volume segmentation and visualization using Augmented Reality}, 
  year={2010},
  volume={},
  number={},
  pages={121-122},
  keywords={Augmented reality;Data visualization;Data mining;Magnetic resonance imaging;Tracking;Humans;Motion control;Control systems;Shape control;Needles},
  doi={10.1109/3DUI.2010.5444707}}",A framework for volume segmentation and visualization using Augmented Reality,,Small,Single,A tangible widget,N/A,Rigid,No use,Plate,A sheet of square cardboard,Planar surface,A sheet of square cardboard,One-handed,Positioning+Rotating,Moving a sheet of square cardboard in space for manipulating the 3D visualization.,above the horizontal surface,"Position,Rotation",Physical widget: 3DOF translation and 3DOF rotation in the space.,Translating/Rotating/Scaling,3D,3D medical volume rendering,The position and rotation of a 3D visualization of medical volume data displayed in the augmented reality (HMD).,Augmented reality,Use a plate to translate/rotate/scale a 3D medical volume rendering by positioning+rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Aligned,"1. The cardboard is in user's hand. 
2. The cardboard is aligned with the 3D visualization.
3. The 3D visualization is above the desktop."
6,3DUI,3D Interaction,https://ieeexplore.ieee.org/document/5444707,"Tawara, Takehiro and Ono, Kenji","@INPROCEEDINGS{5444707,
  author={Tawara, Takehiro and Ono, Kenji},
  booktitle={2010 IEEE Symposium on 3D User Interfaces (3DUI)}, 
  title={A framework for volume segmentation and visualization using Augmented Reality}, 
  year={2010},
  volume={},
  number={},
  pages={121-122},
  keywords={Augmented reality;Data visualization;Data mining;Magnetic resonance imaging;Tracking;Humans;Motion control;Control systems;Shape control;Needles},
  doi={10.1109/3DUI.2010.5444707}}",A framework for volume segmentation and visualization using Augmented Reality,,Small,Single,A tangible widget,N/A,Rigid,No use,Slender body,A handheld wii remote controller,Point,The distal end of handheld wii remote controller,One-handed,Positioning,"1. Locating the distal end of handheld wii remote controller in space to input a position as a seed point of selection.
 2. Locating the distal end of handheld wii remote controller in space to input a position to calculate the distance from seed point for extracting desired shape.",above the horizontal surface,Position,Physical widget: 3DOF translation in the space.,Locating,3D,3D medical volume rendering,"The position of the seed point, the distance between the seed point and the handheld controller and the extraction shape on the 3D visualization of medical volume data displayed in the augmented reality (HMD).",Augmented reality,Use a slender body to locate a 3D medical volume rendering by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Embedded,"1. The handheld wii remote controller is in user's hand.
2. The distal end of handheld wii remote controller is embedded with the 3D visualization.
3. The 3D visualization is above the desktop."
7,CHI EA,3D Interaction,https://dl.acm.org/doi/abs/10.1145/2559206.2581340,"Chakraborty, Arpan and Gross, Ryan and McIntee, Shea and Hong, Kyung Wha and Lee, Jae Yeol and St. Amant, Robert","@inproceedings{10.1145/2559206.2581340,
author = {Chakraborty, Arpan and Gross, Ryan and McIntee, Shea and Hong, Kyung Wha and Lee, Jae Yeol and St. Amant, Robert},
title = {CAPTIVE: a cube with augmented physical tools},
year = {2014},
isbn = {9781450324748},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2559206.2581340},
doi = {10.1145/2559206.2581340},
abstract = {This paper describes a tangible 3D user interface called CAPTIVE, a Cube with Augmented Physical Tools, for exploration of 3D information. The design of CAPTIVE is founded on the concept of tool use, in which handheld tool objects are used to modify the properties or appearance of target objects. The user of CAPTIVE holds a physical wireframe cube that contains virtual objects in one hand, in the other a pointing device, its tip visually augmented to reflect its function as a tool. On the display the user watches the immediate, direct effects of actions with the tool. In the current prototype, routines for handling cube manipulation and an augmented haptic pointing device have been separately implemented, but integration and refinement remain to be done. In this paper we describe our vision of the system and preliminary testing carried out to date.},
booktitle = {CHI '14 Extended Abstracts on Human Factors in Computing Systems},
pages = {1315每1320},
numpages = {6},
keywords = {3d user interfaces, augmented reality, tangible computing, tool-based interaction},
location = {Toronto, Ontario, Canada},
series = {CHI EA '14}
}",CAPTIVE: a cube with augmented physical tools,,Medium,Single,A tangible widget,N/A,"Rigid, Reconfigurable",No use,Skeletal body,A cubic frame,Body,A cubic frame,One-handed,Positioning+Rotating,Moving a cubic frame in space for manipulating the 3D model.,above the horizontal surface,"Position,Rotation",Physical widget: 3DOF translation and 3DOF rotation in the space.,Translating/Rotating/Scaling,3D,3D graphic,The position and rotation of a 3D visualization of 3D heart model displayed in the augmented reality (screen).,Augmented reality,Use a skeletal body to translate/rotate/scale a 3D graphic by positioning+rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Embedded,"1. The frame is in user's hand.
2. The 3D visualization is embedded with the frame.
3. The 3D visualization is above the desktop."
8,3DUI,3D Interaction,https://ieeexplore.ieee.org/document/6798839,"Issartel, Paul and Gu谷niat, Florimond and Ammi, Mehdi","@INPROCEEDINGS{6798839,
  author={Issartel, Paul and Gu谷niat, Florimond and Ammi, Mehdi},
  booktitle={2014 IEEE Symposium on 3D User Interfaces (3DUI)}, 
  title={Slicing techniques for handheld augmented reality}, 
  year={2014},
  volume={},
  number={},
  pages={39-42},
  keywords={Mice;Three-dimensional displays;Augmented reality;Trajectory;Visualization;Tracking;Handheld computers;Augmented reality;3D interaction;tangible user interface;scientific visualization},
  doi={10.1109/3DUI.2014.6798839}}",Slicing techniques for handheld augmented reality,,Small,Double,A virtual widget+A tangible widget,Fully mapped,Rigid,No use,Slender body (with Planar surface),A stylus (with a cutting plane attached to the tip of stylus),Planar surface,A virtual cutting plane attached to the tip of stylus,One-handed,Positioning+Rotating,Moving a virtual cutting plane attached to the tip of stylus in space for slicing the 3D visualization.,above the horizontal surface,"Position,Rotation","Virtual widget: 3DOF translation and 3DOF rotation in the space.
Physical widget: 3DOF translation and 3DOF rotation in the space.",Clipping,3D,3D medical volume rendering,"1. The position and rotation of the cutting plane within the 3D visualization of medical volume data displayed in the augmented reality (screen).
2. The image, position and rotation of the slice from the 3D visualization of medical volume data displayed in the augmented reality (screen).",Augmented reality,Use a planar surface controlled by a slender body to clip a 3D medical volume rendering by positioning+rotating.,Reachable,"Virtual: Not impacted within the accessible distance.
Physical: Interaction is possible only if manipulable entity is grabbed by user.",Reachable,Interaction is possible only if task object is reachable by user.,Crossed,"1. The stylus is in user's hand. 
2. The cutting plane attached to the tip of stylus is crossed over the 3D visualization.
2. The 3D visualization is on the desktop. "
8,3DUI,3D Interaction,https://ieeexplore.ieee.org/document/6798839,"Issartel, Paul and Gu谷niat, Florimond and Ammi, Mehdi","@INPROCEEDINGS{6798839,
  author={Issartel, Paul and Gu谷niat, Florimond and Ammi, Mehdi},
  booktitle={2014 IEEE Symposium on 3D User Interfaces (3DUI)}, 
  title={Slicing techniques for handheld augmented reality}, 
  year={2014},
  volume={},
  number={},
  pages={39-42},
  keywords={Mice;Three-dimensional displays;Augmented reality;Trajectory;Visualization;Tracking;Handheld computers;Augmented reality;3D interaction;tangible user interface;scientific visualization},
  doi={10.1109/3DUI.2014.6798839}}",Slicing techniques for handheld augmented reality,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A handheld tablet,Planar surface,A surface of handheld tablet,Symmetric,Positioning+Rotating,Moving a surface of handheld tablet in space for slicing the 3D visualization.,above the horizontal surface,"Position,Rotation",Physical widget: 3DOF translation and 3DOF rotation in the space.,Clipping,3D,3D medical volume rendering,"The image, position and rotation of the slice from the 3D visualization of medical volume data displayed in the augmented reality (screen).",Augmented reality,Use a plate to clip a 3D medical volume rendering by two-handed positioning+rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Crossed,"1. The handheld tablet is in user's hand. 
2. The cutting plane attached to the surface of handheld tablet is crossed over the 3D visualization.
3. The 3D visualization is on the desktop. "
9,CHI,3D Interaction,https://dl.acm.org/doi/10.1145/2470654.2466191,"Leithinger, Daniel and Follmer, Sean and Olwal, Alex and Luescher, Samuel and Hogge, Akimitsu and Lee, Jinha and Ishii, Hiroshi","@inproceedings{10.1145/2470654.2466191,
author = {Leithinger, Daniel and Follmer, Sean and Olwal, Alex and Luescher, Samuel and Hogge, Akimitsu and Lee, Jinha and Ishii, Hiroshi},
title = {Sublimate: state-changing virtual and physical rendering to augment interaction with shape displays},
year = {2013},
isbn = {9781450318990},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2470654.2466191},
doi = {10.1145/2470654.2466191},
abstract = {Recent research in 3D user interfaces pushes towards immersive graphics and actuated shape displays. Our work explores the hybrid of these directions, and we introduce sublimation and deposition, as metaphors for the transitions between physical and virtual states. We discuss how digital models, handles and controls can be interacted with as virtual 3D graphics or dynamic physical shapes, and how user interfaces can rapidly and fluidly switch between those representations. To explore this space, we developed two systems that integrate actuated shape displays and augmented reality (AR) for co-located physical shapes and 3D graphics. Our spatial optical see-through display provides a single user with head-tracked stereoscopic augmentation, whereas our handheld devices enable multi-user interaction through video seethrough AR. We describe interaction techniques and applications that explore 3D interaction for these new modalities. We conclude by discussing the results from a user study that show how freehand interaction with physical shape displays and co-located graphics can outperform wand-based interaction with virtual 3D graphics.},
booktitle = {Proceedings of the SIGCHI Conference on Human Factors in Computing Systems},
pages = {1441每1450},
numpages = {10},
keywords = {spatial augmented reality, shape display, actuated tangibles, 3d interaction},
location = {Paris, France},
series = {CHI '13}
}",Sublimate: state-changing virtual and physical rendering to augment interaction with shape displays,,Large,Multiple,A set of tangible widgets,N/A,Stretchable,Stretchable,Constrained body,Columns,Straight edge,The tips of columns,One-handed,Positioning,Sliding columns on desktop for adjusting the shape of NURBS surface.,on the horizontal surface,Position,Physical widget: 1DOF translation in a constrained direction.,Adjusting,3D,3D equation,The shape of NURBS surface displayed in the augmented reality (screen).,Augmented reality,Use multiple slender body to adjust a 3D equation by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Aligned,"1. The array of columns is on the desktop.
2. The tips of the array of columns are aligned with the 3D visualization.
3. The 3D visualization is above the desktop."
9,CHI,3D Interaction,https://dl.acm.org/doi/10.1145/2470654.2466191,"Leithinger, Daniel and Follmer, Sean and Olwal, Alex and Luescher, Samuel and Hogge, Akimitsu and Lee, Jinha and Ishii, Hiroshi","@inproceedings{10.1145/2470654.2466191,
author = {Leithinger, Daniel and Follmer, Sean and Olwal, Alex and Luescher, Samuel and Hogge, Akimitsu and Lee, Jinha and Ishii, Hiroshi},
title = {Sublimate: state-changing virtual and physical rendering to augment interaction with shape displays},
year = {2013},
isbn = {9781450318990},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2470654.2466191},
doi = {10.1145/2470654.2466191},
abstract = {Recent research in 3D user interfaces pushes towards immersive graphics and actuated shape displays. Our work explores the hybrid of these directions, and we introduce sublimation and deposition, as metaphors for the transitions between physical and virtual states. We discuss how digital models, handles and controls can be interacted with as virtual 3D graphics or dynamic physical shapes, and how user interfaces can rapidly and fluidly switch between those representations. To explore this space, we developed two systems that integrate actuated shape displays and augmented reality (AR) for co-located physical shapes and 3D graphics. Our spatial optical see-through display provides a single user with head-tracked stereoscopic augmentation, whereas our handheld devices enable multi-user interaction through video seethrough AR. We describe interaction techniques and applications that explore 3D interaction for these new modalities. We conclude by discussing the results from a user study that show how freehand interaction with physical shape displays and co-located graphics can outperform wand-based interaction with virtual 3D graphics.},
booktitle = {Proceedings of the SIGCHI Conference on Human Factors in Computing Systems},
pages = {1441每1450},
numpages = {10},
keywords = {spatial augmented reality, shape display, actuated tangibles, 3d interaction},
location = {Paris, France},
series = {CHI '13}
}",Sublimate: state-changing virtual and physical rendering to augment interaction with shape displays,,Large,Multiple,A virtual widget+A set of tangible widgets,Partial mapped,Stretchable,Stretchable,Slender body (with Non-planar surface),An array of columns (with a curved cutting plane attached to the tips of the array of columns),Non-planar surface,The non-planar surface formed by tips of an array of columns,One-handed,Positioning,Moving an array of columns on desktop to control a curved cutting plane for clipping the 3D visualization.,on the horizontal surface,Position,Physical widget: 1DOF translation in a constrained direction.,Clipping,3D,3D medical volume rendering,"The image, position and rotation of the slice from the 3D visualization of medical volume data displayed in the augmented reality (screen).",Augmented reality,Use a non-planar surface controlled by multiple slender body to clip a 3D medical volume rendering by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Crossed,"1. The array of columns is on the desktop.
2. The curved cutting plane attached to the tips of the array of columns is crossed over the 3D visualization.
3. The 3D visualization is above the desktop."
10,VRST,3D Interaction,https://dl.acm.org/doi/10.1145/2671015.2671130,"Issartel, Paul and Gu\'{e}niat, Florimond and Ammi, Mehdi","@inproceedings{10.1145/2671015.2671130,
author = {Issartel, Paul and Gu\'{e}niat, Florimond and Ammi, Mehdi},
title = {A portable interface for tangible exploration of volumetric data},
year = {2014},
isbn = {9781450332538},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2671015.2671130},
doi = {10.1145/2671015.2671130},
abstract = {Exploration of volumetric data is an essential task in many scientific fields. However, the use of standard devices, such as the 2D mouse, leads to suboptimal interaction mappings. Several VR systems provide better interaction capabilities, but they remain dedicated and expensive solutions. In this work, we propose an interface that combines tangible tools and a handheld device. This configuration allows natural and full 6 DOF interaction in a convenient, fully portable and affordable system. This paper presents our design choices for this interface and associated tangible exploration techniques.},
booktitle = {Proceedings of the 20th ACM Symposium on Virtual Reality Software and Technology},
pages = {209每210},
numpages = {2},
keywords = {3D interaction, scientific visualization, tangible user interface},
location = {Edinburgh, Scotland},
series = {VRST '14}
}",A portable interface for tangible exploration of volumetric data,,Small,Single,A tangible widget,N/A,Rigid,No use,Slender body,A stylus,Point,The tip of the stylus,One-handed,Positioning,Locating the tip of stylus in space to input a position for generating an iso-surface.,above the horizontal surface,Position,Physical widget: 3DOF translation in the space.,Locating,3D,3D medical volume rendering,The position of input point with an iso-surface of 3D visualization of volume data displayed in the augmented reality (screen).,Augmented reality,Use a slender body to locate a 3D medical volume rendering by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Embedded,"1. The stylus is in user's hand.
2. The tip of stylus is embedded with the 3D visualization.
3. The 3D visualization is on the desktop. "
